,Area,Thickness,Porosity,Sw,IGIP
0,487.41798787382737,8.184333601337956,0.26288442901575976,0.15048061095342785,9.863299582012344
1,306.6305760867693,5.727194142166584,0.17694347226618648,0.17835194611413574,2.826681851111836
2,470.685409804779,9.398402366446774,0.10523967478271143,0.08431505374628548,4.719647163122724
3,229.191665927411,8.166024568117507,0.22025248370591682,0.15112905576767394,3.8741031203238268
4,274.76441871848897,6.352233393388954,0.13390300565696367,0.16038480433786712,2.172484787476599
5,332.60887358188313,5.038392496672441,0.11752762390365137,0.17562225527743378,1.7975924393329363
6,421.55478618463104,8.134240312142886,0.1010949404614441,0.0760491657277419,3.546079729408051
7,321.1820654083371,9.64047088761874,0.11989207561561735,0.1283143857942342,3.5826062701170396
8,436.66781935352446,7.231840344812352,0.03715998043689129,0.10324913168745845,1.16505516529109
9,296.0008188115714,7.5892814540251265,0.08991736999022411,0.153021584453293,1.8941252788734475
10,246.11944593305464,9.797268497691645,0.23325954818017985,0.09233675257599286,5.652158208167166
11,247.90253405050598,6.455862286066434,0.10659971283521363,0.15087803301876682,1.6038380950150235
12,383.65895984534575,6.6525053174291155,0.09532577131942457,0.1846794819030124,2.1961826949134258
13,233.44190975840084,9.185130551030394,0.18008786324586157,0.11764259469205118,3.7721793299444197
14,297.5672044733159,8.029484999103506,0.1510823014185383,0.08861210824998272,3.6424096864809745
15,247.24795044792617,8.21259578473249,0.06423230235831136,0.17533868197759575,1.1908071978502113
16,211.71533851720932,5.146857508281018,0.09136582635471308,0.17316934254068836,0.9113685041890695
17,479.35228216080003,5.899045118513237,0.2091254673982548,0.15341331798156105,5.542606719572232
18,292.8047986142849,9.098760025898638,0.2250937209092692,0.14608251206472994,5.66942323097188
19,389.2853426636193,8.32329149594386,0.18168544241515822,0.1602516512224456,5.473077979323249
20,252.01280196526972,6.594108520442594,0.21142979257461642,0.07625091564422022,3.5933381456393074
21,417.7931097169038,7.731957231757218,0.11186072775884848,0.16876395930669097,3.325461405953039
22,405.31628505254264,9.582587567071792,0.1683224817546259,0.11891568558173389,6.3772822033926895
23,479.1619558132587,5.7091464127910205,0.025404813323149332,0.19057359783691447,0.6227963719241161
24,310.7563419555486,9.975696115026226,0.20811661159882655,0.15253724532075577,6.05326613458885
25,221.5788015336447,9.214400205819077,0.1302280319848941,0.1485695438259784,2.50638699543848
26,385.28153427459546,5.765222851631837,0.10253069520200175,0.1501029562173607,2.1429582240443246
27,490.9809696817472,8.830550216995238,0.08069319831784702,0.0925939513765729,3.5147157944345295
28,475.4579105335553,9.442032647640856,0.08513658532072868,0.14725729012282612,3.608369538433621
29,471.8411653033286,5.948673415199542,0.15037473008350977,0.19243020194415933,3.773723477830677
30,469.95644242440164,8.973705354378948,0.19538992930695287,0.1620385880098374,7.644600575911578
31,355.9808425944177,5.25348456811154,0.1885286805024803,0.15375194147149196,3.3033028404650104
32,223.57483176482714,8.782361929814707,0.12003116242106743,0.15973109082308354,2.192530986712863
33,353.1787424639348,7.097941173839612,0.012990124822148848,0.15116450035904766,0.30602929366737797
34,474.7373249351643,8.599480044818904,0.1572043538244691,0.15147534676036617,6.029118169452957
35,296.65731857303007,7.4433773116882325,0.1802584840219461,0.19123446357390564,3.5640405952452667
36,256.5948081549543,7.949910417640833,0.1290643437487142,0.1461017068801191,2.488981751935512
37,412.70519439237125,5.011616942415415,0.12982638531279883,0.18469817659115256,2.423808883126181
38,290.441010302253,9.022345887579668,0.12324696228074034,0.1339809538623173,3.0965654838500782
39,440.543351969852,8.630145247446707,0.06273005442155334,0.19437170787163713,2.1272391667970134
40,347.94107824553566,5.249298593002095,0.08256513510579847,0.14621789975120758,1.4254431900938274
41,292.9985808507323,9.786267992491485,0.10332460043928865,0.15852959629782973,2.76009729456842
42,288.08592115022225,8.52327026356642,0.10379008927579764,0.11866850728849841,2.486695789053166
43,219.61004644001173,8.245096365688013,0.14851621749738314,0.12354591806710531,2.6094571968137403
44,390.08264872620896,9.316095915440062,0.07512723157586637,0.15735878171380338,2.5470053583766976
45,254.00915617659086,9.748147009287514,0.16812360712471347,0.1538790221136216,3.8997053450468293
46,429.901582114031,6.157000081886987,0.05666809033000019,0.1193275904460138,1.4624814318990853
47,454.1841031542915,5.64221120846883,0.22538938402714803,0.15860714071251766,5.380377370060254
48,370.3945689684946,9.88808394105494,0.10766697882955625,0.17163034825895165,3.616451548480025
49,428.8197143509238,5.216594357401581,0.05864113693731483,0.08404188667972493,1.3302675467514362
50,334.21414213352796,8.427397974523819,0.19686479713002067,0.14269812375598967,5.262830152200512
51,252.4611448443837,7.241921176352475,0.12428944262398398,0.09675214321621199,2.272420565126357
52,393.52378725868107,9.361414872824614,0.13233927067626128,0.14580946694947547,4.610575757082019
53,221.65351601133153,9.660101751102648,0.26398626549274135,0.15032933729106812,5.317254790123396
54,358.43083011999306,7.243928027193046,0.10710080750073317,0.1476021449759472,2.624301738663312
55,357.5867180865073,6.0329733039787845,0.03652720314953403,0.1090547664251251,0.7772834157675289
56,327.18023063670427,8.545558125339358,0.10612847481562804,0.178599038346898,2.6984464663044085
57,218.06468635475215,5.779548265950116,0.17907259640247844,0.12987333628587994,2.174152652896815
58,392.51990815118256,8.885967705187149,0.0801596943740458,0.14468179534063597,2.6475817415551064
59,280.23938543666986,7.09837862500749,0.23226546089087824,0.15891806819938492,4.302396770071924
60,278.4378802782005,9.963302914569704,0.04387236527220968,0.16901086636391024,1.1197401144296075
61,202.46549355887154,9.748022528467004,0.1594533866798877,0.10247110641146531,3.127151464479925
62,241.89718656941085,6.9165659964128965,0.07565362090536153,0.10305644466463879,1.2569423673502664
63,377.537006773779,6.420639750036598,0.1386603522166026,0.16549617933437297,3.1054007232900203
