Area,Thickness,Porosity,Sw,IGIP
286.17579859321086,8.867758771813897,0.19649164310902534,0.12491572377918274,4.831032160961879
226.71832427831507,7.1646081928612935,0.0420980775568881,0.13937228985616731,0.6515621494916859
477.01553569467836,6.838125918175152,0.11605224218601298,0.16205325536674348,3.5118726676938836
230.3980906644378,9.926461201776377,0.1261191871081201,0.1235657412735089,2.798807462885924
439.05153774946797,8.018650968145975,0.11934565920594287,0.14654349799113203,3.970123545642702
248.61843103961482,9.425698026060044,0.06114231256803087,0.18368092710900938,1.294934608482466
236.3548895722655,6.096783053708061,0.17162450569797863,0.09906504600893459,2.4668188523060577
424.84994770587707,7.82083432297191,0.1154842483585882,0.17944513192918846,3.485926479827205
355.87773120535235,8.045262584202064,0.23451278456578156,0.18893889003677017,6.029208844968769
497.03401028556806,5.2090757199621756,0.25334025402798804,0.12963678937442213,6.3204892157000625
358.28941248749385,5.72186309962531,0.03441261691982867,0.18355187861397743,0.6377007409822554
444.66261094842207,9.353063753387204,0.11265193603863682,0.1081538134213204,4.626071255371116
314.42415280276964,7.0965518141176,0.18411541676705667,0.12181937375117477,3.994261318875898
487.12873291929895,9.341723841271698,0.23703285068503632,0.14427616701793167,10.219087760081054
306.93229414321206,5.1092218036236225,0.10097548704098422,0.17097701790671554,1.4533795969457906
339.65546748098734,7.181513558159621,0.12719163086939914,0.13674526058429468,2.9651815685490046
349.25977724903197,9.11765305915333,0.06496285265032373,0.10970556331041449,2.0390579669281252
309.23233009152943,7.0432503545919385,0.1738054954717481,0.0964970049077007,3.786607661937936
426.52054416099185,9.083576710478855,0.0453078052103305,0.14059170214021374,1.6702004641779649
435.34081012319996,6.978914571028809,0.15269554398234408,0.1685213096317091,4.270649603431343
212.8314012571219,6.328408600086065,0.06095000394406501,0.17566027560860706,0.7492200191205045
282.84491361837274,8.095976684758583,0.1359807039666961,0.09716757484534269,3.1124418450135067
258.93793100314394,8.71752464960372,0.07596009112478419,0.0853548342502976,1.73630560788319
318.4703761645382,6.012788420003582,0.09265931306109396,0.11913518967692235,1.7303839959782508
